year,sample_question_id,normalized_question,question_text,topic,source_file,occurrence_count,first_line
4th Year,31404d5b431e,which feature from those listed above would you look for when selecting a data mining system,Which feature(s) from those listed above would you look for when selecting a data mining system?,General Computer Science,4th-year.pdf,1,5495
4th Year,d03c958850a5,which implementation techniques do you prefer and why,"Which implementation techniques do you prefer, and why?",DATA MINING & DATA WAREHOUSING,4th-year.pdf,1,5293
4th Year,97179f45b747,which is optimal,Which is optimal?,General Computer Science,4th-year.pdf,1,3233
4th Year,59034529d27e,which offers more security for information assets on trusted network,Which offers more security for information assets on trusted network?,Computer Networks,4th-year.pdf,1,7135
4th Year,e87b764f6d59,why are they used,Why are they used?,Web Technology,4th-year.pdf,1,7219
4th Year,91457c42029c,why backup is so important,(c) Why backup is so important?,NFS ?,4th-year.pdf,1,4281
4th Year,f42d2da49618,why clustering is known,Why clustering is known,Machine Learning,4th-year.pdf,1,4441
4th Year,e1f821fc7207,why digital signature required,(b) Why digital signature required?,Cryptography and Network Security,4th-year.pdf,1,2273
4th Year,e42dde74c235,why is asymmetric cryptography bad for huge data,(b) Why is asymmetric cryptography bad for huge data?,Cryptography and Network Security,4th-year.pdf,1,7105
4th Year,7e0c2a353b9a,why is computer clock synchronization necessary,(c) Why is computer clock synchronization necessary?,Distributed Systems,4th-year.pdf,1,2807
4th Year,7e0c2a353b9a,why is computer clock synchronization necessary,Why is computer clock synchronization necessary?,Distributed Systems,4th-year.pdf,1,4918
4th Year,90dff065bf45,why is multimedia presentation standard needed,Why is multimedia presentation standard needed?,"(SEM. VIII) EXAMINATION, 2012 MULTIMEDIA COMMUNICATION & SYSTEM DESIGN",4th-year.pdf,1,3751
4th Year,f791a1825c15,why it is important,Why it is important?,DATA WAREHOUSING AND MINING,4th-year.pdf,1,4627
4th Year,09eb755318d0,why ldap is,Why LDAP is,HOBT,4th-year.pdf,1,6591
4th Year,5ce8f43621a4,why openness is needed explain with example,Why Openness is Needed explain with example.,(5X4=20),4th-year.pdf,1,5076
4th Year,c5e5d78e4b5f,with suitable example b what is fuzzy inference system,with suitable example. (5 marks)  b) What is Fuzzy Inference System?,Soft Computing,4th-year.pdf,1,5874
4th Year,35058614f143,with symmetric encryption for message authentication,with symmetric encryption for message authentication?,Cryptography and Network Security,4th-year.pdf,1,2263
4th Year,8001a3528253,woy i ball od oto of bre cii teqe b what are the different administrative,woy i ball od oto of bre CII teqe b) What are the different administrative,010X20-80T,4th-year.pdf,1,6436
4th Year,c5d469017134,write a brief note on the history of internet,Write a brief note on the history of Internet?,Web Technology,4th-year.pdf,1,7211
4th Year,e4ff4be8d77f,write a note on lrpc with diagram,Write a note on LRPC with diagram?,(10X2=20),4th-year.pdf,1,5137
4th Year,aaade9ecc843,write a short note on bully debugging,(f) Write a short note on bully debugging?,General Computer Science,4th-year.pdf,1,4922
4th Year,c3751e46240a,write an algorithm to implement simulated annealing,Write an algorithm to implement simulated annealing?,General Computer Science,4th-year.pdf,1,6053
4th Year,635b72ec3d70,write down the message exchanges for,Write down the message exchanges for,MB2) HOSTI,4th-year.pdf,1,2279
4th Year,0a39bd8783ae,write down their,Write down their,General Computer Science,4th-year.pdf,1,5883
4th Year,91417a237a63,write five differences in between mpi and open mp what is hybridization,Write five Differences in between MPI and Open MP. (B) What is Hybridization?,General Computer Science,4th-year.pdf,1,3029
4th Year,60ef184c1949,write short notes on db miner explain the applications,Write short notes on DB miner .Explain the applications,General Computer Science,4th-year.pdf,1,4493
4th Year,ae779a19f8f3,write steps for the same,Write steps for the same.,General Computer Science,4th-year.pdf,1,6876
4th Year,586474b49229,write the authentication dialogue,Write the authentication dialogue?,General Computer Science,4th-year.pdf,1,7185
4th Year,bfcbef4a11db,write the difference between mobile and ubiquitous computing,(f) Write the difference between mobile and ubiquitous computing?,General Computer Science,4th-year.pdf,1,4958
4th Year,987927a478b5,write the suitable difference between semantic web www,Write the suitable difference between Semantic Web & WWW?,Web Technology,4th-year.pdf,1,7295
4th Year,187e764fdea7,write the various goals that,Write the various goals that,SYSTEM ADMINISTRATION,4th-year.pdf,1,6504
4th Year,26b1fd6c9025,x what is cryptography,5 X 4 What is cryptography?,Cryptography and Network Security,4th-year.pdf,1,2060
